"departure_airport","departure_date","amount"
Москва - Шереметьево,2017-07-02,50
Санкт-Петербург - Пулково,2017-07-02,32
Москва - Внуково,2017-07-02,30
Новосибирск - Толмачёво,2017-07-02,17
Красноярск - Емельяново,2017-07-02,13
Сочи - Сочи,2017-07-02,11
Екатеринбург - Кольцово,2017-07-02,11
Ростов-на-Дону - Ростов-на-Дону,2017-07-02,10
Брянск - Брянск,2017-07-02,10
Пермь - Пермь,2017-07-02,10
Сургут - Сургут,2017-07-02,9
Советский - Советский,2017-07-02,9
Ханты-Мансийск - Ханты-Мансийск,2017-07-02,9
Казань - Казань,2017-07-02,8
Новый Уренгой - Новый Уренгой,2017-07-02,8
Архангельск - Талаги,2017-07-02,7
Уфа - Уфа,2017-07-02,7
Петрозаводск - Бесовец,2017-07-02,6
Киров - Победилово,2017-07-02,6
Челябинск - Челябинск,2017-07-02,6
Мирный - Мирный,2017-07-02,6
Хабаровск - Хабаровск-Новый,2017-07-02,6
Воркута - Воркута,2017-07-02,6
Ульяновск - Баратаевка,2017-07-02,6
Элиста - Элиста,2017-07-02,6
Белгород - Белгород,2017-07-02,6
Иркутск - Иркутск,2017-07-02,6
Тюмень - Рощино,2017-07-02,6
Новокузнецк - Спиченково,2017-07-02,5
Оренбург - Оренбург-Центральный,2017-07-02,5
Чебоксары - Чебоксары,2017-07-02,5
Нижний Новгород - Стригино,2017-07-02,5
Волгоград - Гумрак,2017-07-02,5
Южно-Сахалинск - Хомутово,2017-07-02,5
Краснодар - Краснодар,2017-07-02,5
Сыктывкар - Сыктывкар,2017-07-02,5
Ноябрьск - Ноябрьск,2017-07-02,4
Тамбов - Донское,2017-07-02,4
Пенза - Пенза,2017-07-02,4
Томск - Богашёво,2017-07-02,4
Минеральные Воды - Минеральные Воды,2017-07-02,4
Абакан - Абакан,2017-07-02,4
Курган - Курган,2017-07-02,4
Саратов - Саратов-Центральный,2017-07-02,4
Ухта - Ухта,2017-07-04,3
Йошкар-Ола - Йошкар-Ола,2017-07-02,4
Магнитогорск - Магнитогорск,2017-07-02,4
Якутск - Якутск,2017-07-02,4
Нижнекамск - Бегишево,2017-07-02,4
Махачкала - Уйташ,2017-07-02,3
Нальчик - Нальчик,2017-07-02,3
Нарьян-Мар - Нарьян-Мар,2017-07-02,3
Барнаул - Барнаул,2017-07-02,3
Когалым - Когалым,2017-07-02,3
Омск - Омск-Центральный,2017-07-02,3
Усть-Илимск - Усть-Илимск,2017-07-02,3
Ставрополь - Ставрополь,2017-07-02,3
Астрахань - Астрахань,2017-07-02,3
Калининград - Храброво,2017-07-02,3
Самара - Курумоч,2017-07-02,3
Ульяновск - Ульяновск-Восточный,2017-07-02,3
Бугульма - Бугульма,2017-07-02,3
Нижневартовск - Нижневартовск,2017-07-02,3
Владивосток - Владивосток,2017-07-02,3
Череповец - Череповец,2017-07-02,3
Ухта - Ухта,2017-07-02,3
Саранск - Саранск,2017-07-02,2
Урай - Петрозаводск,2017-07-02,2
Псков - Псков,2017-07-02,2
Нерюнгри - Чульман,2017-07-02,2
Воронеж - Воронеж,2017-07-02,2
Анапа - Витязево,2017-07-02,2
Норильск - Норильск,2017-07-02,2
Надым - Надым,2017-07-02,2
Орск - Орск,2017-07-02,2
Владикавказ - Беслан,2017-07-02,2
Чита - Чита,2017-07-02,2
Салехард - Салехард,2017-07-02,2
Ярославль - Туношна,2017-07-02,2
Курск - Курск-Восточный,2017-07-02,2
Горно-Алтайск - Горно-Алтайск,2017-07-02,2
Мурманск - Мурманск,2017-07-02,2
Усть-Кут - Усть-Кут,2017-07-02,1
Стрежевой - Стрежевой,2017-07-02,1
Анадырь - Анадырь,2017-07-02,1
Нягань - Нягань,2017-07-02,1
Братск - Братск,2017-07-02,1
Калуга - Калуга,2017-07-02,1
Магадан - Магадан,2017-07-02,1
Геленджик - Геленджик,2017-07-02,1
Улан-Удэ - Байкал,2017-07-02,1
Кемерово - Кемерово,2017-07-02,1
Удачный - Полярный,2017-07-02,1
Грозный - Грозный,2017-07-02,1
Ижевск - Ижевск,2017-07-02,1
Благовещенск - Игнатьево,2017-07-02,1
Нефтеюганск - Нефтеюганск,2017-07-02,1
Комсомольск-на-Амуре - Хурба,2017-07-02,1
Москва - Домодедово,2017-07-03,53
Москва - Шереметьево,2017-07-03,46
Санкт-Петербург - Пулково,2017-07-03,31
Москва - Внуково,2017-07-03,28
Новосибирск - Толмачёво,2017-07-03,19
Екатеринбург - Кольцово,2017-07-03,12
Красноярск - Емельяново,2017-07-03,11
Пермь - Пермь,2017-07-03,10
Ростов-на-Дону - Ростов-на-Дону,2017-07-03,10
Брянск - Брянск,2017-07-03,10
Новый Уренгой - Новый Уренгой,2017-07-03,9
Сочи - Сочи,2017-07-03,9
Советский - Советский,2017-07-03,9
Тюмень - Рощино,2017-07-03,9
Сургут - Сургут,2017-07-03,8
Ханты-Мансийск - Ханты-Мансийск,2017-07-03,8
Нижний Новгород - Стригино,2017-07-03,7
Казань - Казань,2017-07-03,7
Челябинск - Челябинск,2017-07-03,7
Новокузнецк - Спиченково,2017-07-03,7
Волгоград - Гумрак,2017-07-03,6
Киров - Победилово,2017-07-03,6
Петрозаводск - Бесовец,2017-07-03,6
Иркутск - Иркутск,2017-07-03,6
Хабаровск - Хабаровск-Новый,2017-07-03,6
Ульяновск - Баратаевка,2017-07-03,6
Уфа - Уфа,2017-07-03,6
Белгород - Белгород,2017-07-03,6
Мирный - Мирный,2017-07-03,6
Томск - Богашёво,2017-07-03,5
Оренбург - Оренбург-Центральный,2017-07-03,5
Чебоксары - Чебоксары,2017-07-03,5
Омск - Омск-Центральный,2017-07-03,4
Саратов - Саратов-Центральный,2017-07-03,4
Когалым - Когалым,2017-07-03,4
Архангельск - Талаги,2017-07-03,4
Нерюнгри - Чульман,2017-07-03,4
Пенза - Пенза,2017-07-03,4
Тамбов - Донское,2017-07-03,4
Элиста - Элиста,2017-07-03,4
Сыктывкар - Сыктывкар,2017-07-03,4
Йошкар-Ола - Йошкар-Ола,2017-07-03,4
Магнитогорск - Магнитогорск,2017-07-03,4
Воркута - Воркута,2017-07-03,4
Южно-Сахалинск - Хомутово,2017-07-03,4
Надым - Надым,2017-07-03,3
Ульяновск - Ульяновск-Восточный,2017-07-03,3
Нальчик - Нальчик,2017-07-03,3
Владивосток - Владивосток,2017-07-03,3
Краснодар - Краснодар,2017-07-03,3
Курган - Курган,2017-07-03,3
Норильск - Норильск,2017-07-03,3
Самара - Курумоч,2017-07-03,3
Махачкала - Уйташ,2017-07-03,3
Нижнекамск - Бегишево,2017-07-03,3
Минеральные Воды - Минеральные Воды,2017-07-03,3
Ухта - Ухта,2017-07-03,3
Нижневартовск - Нижневартовск,2017-07-03,3
Бугульма - Бугульма,2017-07-03,3
Усть-Илимск - Усть-Илимск,2017-07-03,3
Абакан - Абакан,2017-07-03,3
Мурманск - Мурманск,2017-07-03,2
Череповец - Череповец,2017-07-03,2
Нарьян-Мар - Нарьян-Мар,2017-07-03,2
Салехард - Салехард,2017-07-03,2
Ноябрьск - Ноябрьск,2017-07-03,2
Горно-Алтайск - Горно-Алтайск,2017-07-03,2
Псков - Псков,2017-07-03,2
Анапа - Витязево,2017-07-03,2
Барнаул - Барнаул,2017-07-03,2
Воронеж - Воронеж,2017-07-03,2
Курск - Курск-Восточный,2017-07-03,2
Калининград - Храброво,2017-07-03,2
Саранск - Саранск,2017-07-03,2
Владикавказ - Беслан,2017-07-03,2
Астрахань - Астрахань,2017-07-03,2
Калуга - Калуга,2017-07-03,2
Усинск - Усинск,2017-07-03,2
Улан-Удэ - Байкал,2017-07-03,2
Якутск - Якутск,2017-07-03,2
Урай - Петрозаводск,2017-07-03,2
Чита - Чита,2017-07-03,1
Ярославль - Туношна,2017-07-03,1
Грозный - Грозный,2017-07-03,1
Стрежевой - Стрежевой,2017-07-03,1
Липецк - Липецк,2017-07-03,1
Кемерово - Кемерово,2017-07-03,1
Благовещенск - Игнатьево,2017-07-03,1
Удачный - Полярный,2017-07-03,1
Ижевск - Ижевск,2017-07-03,1
Петропавловск-Камчатский - Елизово,2017-07-03,1
Орск - Орск,2017-07-03,1
Ставрополь - Ставрополь,2017-07-03,1
Кызыл - Кызыл,2017-07-03,1
Усть-Кут - Усть-Кут,2017-07-03,1
Нягань - Нягань,2017-07-03,1
Белоярский - Белоярский,2017-07-03,1
Братск - Братск,2017-07-03,1
Москва - Домодедово,2017-07-04,55
Москва - Шереметьево,2017-07-04,51
Санкт-Петербург - Пулково,2017-07-04,30
Москва - Внуково,2017-07-04,29
Новосибирск - Толмачёво,2017-07-04,17
Красноярск - Емельяново,2017-07-04,11
Екатеринбург - Кольцово,2017-07-04,10
Пермь - Пермь,2017-07-04,10
Брянск - Брянск,2017-07-04,10
Советский - Советский,2017-07-04,9
Ростов-на-Дону - Ростов-на-Дону,2017-07-04,9
Казань - Казань,2017-07-04,8
Сургут - Сургут,2017-07-04,8
Сочи - Сочи,2017-07-04,8
Новый Уренгой - Новый Уренгой,2017-07-04,8
Ханты-Мансийск - Ханты-Мансийск,2017-07-04,8
Хабаровск - Хабаровск-Новый,2017-07-04,7
Челябинск - Челябинск,2017-07-04,7
Ульяновск - Баратаевка,2017-07-04,7
Тюмень - Рощино,2017-07-04,6
Белгород - Белгород,2017-07-04,6
Киров - Победилово,2017-07-04,6
Новокузнецк - Спиченково,2017-07-04,6
Уфа - Уфа,2017-07-04,6
Петрозаводск - Бесовец,2017-07-04,6
Мирный - Мирный,2017-07-04,6
Чебоксары - Чебоксары,2017-07-04,5
Оренбург - Оренбург-Центральный,2017-07-04,5
Нижний Новгород - Стригино,2017-07-04,5
Томск - Богашёво,2017-07-04,5
Волгоград - Гумрак,2017-07-04,5
Архангельск - Талаги,2017-07-04,5
Иркутск - Иркутск,2017-07-04,5
Элиста - Элиста,2017-07-04,5
Йошкар-Ола - Йошкар-Ола,2017-07-04,4
Сыктывкар - Сыктывкар,2017-07-04,4
Тамбов - Донское,2017-07-04,4
Курган - Курган,2017-07-04,4
Саратов - Саратов-Центральный,2017-07-04,4
Ставрополь - Ставрополь,2017-07-04,4
Пенза - Пенза,2017-07-04,4
Нижнекамск - Бегишево,2017-07-04,4
Ульяновск - Ульяновск-Восточный,2017-07-04,4
Абакан - Абакан,2017-07-04,4
Южно-Сахалинск - Хомутово,2017-07-04,4
Магнитогорск - Магнитогорск,2017-07-04,4
